PAIS_ISO3,CONTINENTE,ISO_continente,NOMBRE_VACUNA,NOMBRE_TIPO_VACUNA,NOMBRE_COMPAÑIA,FECHA_AUTORIZACION,FECHA_INICIO_VACUNACION,FUENTE_DATOS
AFG,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,23-02-2021,22-02-2021,REPORTING
MAR,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,06-01-2021,28-01-2021,REPORTING
TZA,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,20-07-2021,28-07-2021,REPORTING
HUN,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,05-05-2021,REPORTING
DNK,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,06-01-2021,REPORTING
MOZ,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,26-07-2021,0,REPORTING
TUN,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,11-01-2021,13-03-2021,REPORTING
FSM,Oceania,OC,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,27-02-2021,09-04-2021,REPORTING
GRD,North America,NA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,12-11-2021,REPORTING
IDN,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,07-09-2021,28-10-2021,REPORTING
KHM,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,21-07-2021,01-08-2021,REPORTING
THA,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,25-03-2021,0,REPORTING
EGY,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,30-12-2020,24-01-2021,REPORTING
BEN,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,0,REPORTING
ZAF,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,17-02-2021,REPORTING
UKR,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,19-05-2021,REPORTING
MEX,North America,NA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,27-05-2021,18-01-2021,REPORTING
JAM,North America,NA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,13-07-2021,14-07-2021,REPORTING
ROU,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,05-05-2021,REPORTING
MHL,Oceania,OC,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,27-02-2021,08-04-2021,REPORTING
SVK,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,03-03-2021,REPORTING
USA,North America,NA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,01-03-2021,REPORTING
KOR,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,07-04-2021,10-06-2021,REPORTING
POL,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,06-01-2021,REPORTING
NCL,Oceania,OC,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,0,REPORTING
OMN,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,0,REPORTING
PSE,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,25-01-2021,02-02-2021,REPORTING
DJI,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,22-02-2021,15-03-2021,REPORTING
MYS,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,15-06-2021,0,REPORTING
LUX,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,07-04-2021,REPORTING
NOR,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,10-03-2021,REPORTING
ARM,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,05-05-2021,REPORTING
DEU,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,21-04-2021,REPORTING
MDG,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,21-07-2021,0,REPORTING
YEM,Asia,AS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,27-02-2021,20-04-2021,REPORTING
LSO,Africa,AF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,07-07-2021,0,REPORTING
IRL,Europe,EU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,0,07-04-2021,REPORTING
ARM,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,31-03-2021,REPORTING
YEM,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,27-02-2021,20-04-2021,REPORTING
GEO,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,26-05-2021,REPORTING
KAZ,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,05-05-2021,REPORTING
OMN,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,14-02-2021,29-12-2020,REPORTING
TLS,Sin Determinar,Z9,Sinovac - CoronaVac,Coronavac,Sinovac,06-01-2021,14-06-2021,REPORTING
LBN,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
PHL,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,22-02-2021,01-03-2021,REPORTING
LAO,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,16-06-2021,05-10-2021,REPORTING
SLV,North America,NA,Sinovac - CoronaVac,Coronavac,Sinovac,09-03-2021,28-03-2021,REPORTING
GIN,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,01-04-2021,05-03-2021,REPORTING
DOM,North America,NA,Sinovac - CoronaVac,Coronavac,Sinovac,20-12-2020,24-02-2021,REPORTING
COL,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,04-02-2021,22-02-2021,REPORTING
SYR,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,03-02-2021,01-04-2021,REPORTING
VEN,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
BGD,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,06-06-2021,11-12-2021,REPORTING
UZB,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,20-10-2021,REPORTING
PRY,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,06-02-2021,10-03-2021,REPORTING
MDV,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,14-03-2021,0,REPORTING
JOR,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,13-12-2020,13-01-2021,REPORTING
IRN,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
SAU,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
DZA,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,31-03-2021,0,REPORTING
RWA,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,17-07-2021,0,REPORTING
SDN,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,20-02-2021,09-03-2021,REPORTING
KWT,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
URY,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,18-02-2021,27-02-2021,REPORTING
CHN,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,22-07-2020,22-07-2020,REPORTING
QAT,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
ALB,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,24-03-2021,REPORTING
LBY,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,24-02-2021,11-04-2021,REPORTING
PAK,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,20-01-2021,03-02-2021,REPORTING
PRT,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,23-12-2020,REPORTING
GNQ,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,0,12-02-2021,REPORTING
BWA,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,08-04-2021,26-03-2021,REPORTING
SOM,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
ARE,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
MKD,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,16-06-2021,REPORTING
BRA,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,17-01-2021,17-01-2021,REPORTING
UGA,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
MDA,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,12-05-2021,REPORTING
AFG,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
CHL,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,20-01-2021,03-02-2021,REPORTING
IRQ,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
BHR,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
THA,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,22-02-2021,28-02-2021,REPORTING
EGY,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,30-12-2020,24-01-2021,REPORTING
MAR,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
ECU,South America,SA,Sinovac - CoronaVac,Coronavac,Sinovac,06-03-2021,08-03-2021,REPORTING
HUN,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,15-02-2021,REPORTING
TUN,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,11-01-2021,13-03-2021,REPORTING
UKR,Europe,EU,Sinovac - CoronaVac,Coronavac,Sinovac,0,14-04-2021,REPORTING
MEX,North America,NA,Sinovac - CoronaVac,Coronavac,Sinovac,09-02-2021,22-02-2021,REPORTING
JAM,North America,NA,Sinovac - CoronaVac,Coronavac,Sinovac,0,0,REPORTING
IDN,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,11-01-2021,13-01-2021,REPORTING
TJK,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,09-06-2021,REPORTING
KHM,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,12-02-2021,01-04-2021,REPORTING
ZWE,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,0,18-02-2021,REPORTING
PSE,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,25-01-2021,02-02-2021,REPORTING
DJI,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,22-02-2021,15-03-2021,REPORTING
MYS,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,02-03-2021,18-03-2021,REPORTING
AZE,Asia,AS,Sinovac - CoronaVac,Coronavac,Sinovac,0,20-01-2021,REPORTING
BEN,Africa,AF,Sinovac - CoronaVac,Coronavac,Sinovac,26-02-2021,29-03-2021,REPORTING
FRA,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,23-02-2022,REPORTING
SWE,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,09-03-2022,REPORTING
PRI,North America,NA,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
DEU,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,23-02-2022,REPORTING
IRL,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,03-02-2021,REPORTING
LUX,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,02-03-2022,REPORTING
NLD,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,16-03-2022,REPORTING
PHL,Asia,AS,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
SVN,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,31-03-2021,REPORTING
CZE,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,02-03-2022,REPORTING
CYP,Asia,AS,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,09-03-2022,REPORTING
ISL,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,03-08-2022,REPORTING
CHE,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,20-07-2022,REPORTING
NZL,Oceania,OC,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
CAN,North America,NA,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
MCO,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,30-03-2022,REPORTING
BEL,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,02-03-2022,REPORTING
EST,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,09-03-2022,REPORTING
JPN,Asia,AS,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
PRT,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,20-01-2021,REPORTING
ITA,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,02-02-2022,REPORTING
HRV,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,02-03-2022,REPORTING
GLP,North America,NA,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
LVA,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,02-03-2022,REPORTING
GRC,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,13-10-2021,REPORTING
AUT,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,23-02-2022,REPORTING
SVK,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,30-03-2022,REPORTING
USA,North America,NA,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
KOR,Asia,AS,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
POL,Europe,EU,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,09-06-2021,REPORTING
IDN,Asia,AS,Novavax-NUVAXOVID,NUVAXOVID,Novavax,01-11-2021,06-12-2021,REPORTING
AUS,Oceania,OC,Novavax-NUVAXOVID,NUVAXOVID,Novavax,0,0,REPORTING
ETH,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,03-03-2021,13-03-2021,REPORTING
TGO,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,10-03-2021,REPORTING
STP,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,21-02-2021,15-03-2021,REPORTING
AGO,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,10-03-2021,REPORTING
ARM,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,0,28-04-2021,REPORTING
MDG,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,26-03-2021,10-05-2021,REPORTING
SSD,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,01-03-2021,06-04-2021,REPORTING
ZMB,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,28-02-2021,14-04-2021,REPORTING
SYR,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,03-02-2021,01-04-2021,REPORTING
SUR,South America,SA,SII - Covishield,Covishield,Serum Institute of India,15-02-2021,23-02-2021,REPORTING
CIV,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,13-02-2021,01-03-2021,REPORTING
FJI,Oceania,OC,SII - Covishield,Covishield,Serum Institute of India,0,06-04-2021,REPORTING
BRB,North America,NA,SII - Covishield,Covishield,Serum Institute of India,0,08-01-2021,REPORTING
LAO,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,22-02-2021,02-04-2021,REPORTING
GIN,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,18-02-2021,05-03-2021,REPORTING
DOM,North America,NA,SII - Covishield,Covishield,Serum Institute of India,20-12-2020,16-02-2021,REPORTING
MLI,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,19-02-2021,31-03-2021,REPORTING
BTN,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,21-01-2021,27-03-2021,REPORTING
GMB,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,12-02-2021,10-03-2021,REPORTING
GHA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,12-02-2021,02-03-2021,REPORTING
LKA,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,22-01-2021,29-01-2021,REPORTING
BFA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,21-05-2021,02-06-2021,REPORTING
NIC,North America,NA,SII - Covishield,Covishield,Serum Institute of India,15-02-2021,06-04-2021,REPORTING
PNG,Oceania,OC,SII - Covishield,Covishield,Serum Institute of India,02-03-2021,05-05-2021,REPORTING
MDV,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,29-01-2021,01-02-2021,REPORTING
SLV,North America,NA,SII - Covishield,Covishield,Serum Institute of India,25-01-2021,12-04-2021,REPORTING
BLZ,North America,NA,SII - Covishield,Covishield,Serum Institute of India,15-02-2021,01-03-2021,REPORTING
BGD,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,07-01-2021,27-01-2021,REPORTING
UZB,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,0,28-04-2021,REPORTING
MNG,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,10-01-2021,23-02-2021,REPORTING
NER,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,04-03-2021,29-03-2021,REPORTING
CMR,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,04-03-2021,12-04-2021,REPORTING
LCA,North America,NA,SII - Covishield,Covishield,Serum Institute of India,15-02-2021,17-02-2021,REPORTING
DZA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,01-02-2021,0,REPORTING
RWA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,23-02-2021,05-03-2021,REPORTING
BHS,North America,NA,SII - Covishield,Covishield,Serum Institute of India,05-03-2021,14-03-2021,REPORTING
SDN,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,20-02-2021,09-03-2021,REPORTING
IND,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,03-01-2021,16-01-2021,REPORTING
HND,North America,NA,SII - Covishield,Covishield,Serum Institute of India,04-03-2021,22-05-2021,REPORTING
ATG,North America,NA,SII - Covishield,Covishield,Serum Institute of India,05-04-2021,12-07-2021,REPORTING
GNB,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,02-04-2021,REPORTING
NPL,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,15-01-2021,27-01-2021,REPORTING
SLB,Oceania,OC,SII - Covishield,Covishield,Serum Institute of India,22-02-2021,23-03-2021,REPORTING
PAK,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,20-01-2021,03-02-2021,REPORTING
SYC,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,10-01-2021,REPORTING
GTM,North America,NA,SII - Covishield,Covishield,Serum Institute of India,18-02-2021,03-03-2021,REPORTING
ALB,Europe,EU,SII - Covishield,Covishield,Serum Institute of India,0,21-04-2021,REPORTING
VCT,North America,NA,SII - Covishield,Covishield,Serum Institute of India,11-02-2021,14-02-2021,REPORTING
CAF,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,26-02-2021,19-03-2021,REPORTING
KEN,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,05-03-2021,REPORTING
BOL,South America,SA,SII - Covishield,Covishield,Serum Institute of India,0,0,REPORTING
MWI,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,11-03-2021,REPORTING
CAN,North America,NA,SII - Covishield,Covishield,Serum Institute of India,0,0,REPORTING
LBR,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,15-03-2021,01-04-2021,REPORTING
BRA,South America,SA,SII - Covishield,Covishield,Serum Institute of India,17-01-2021,17-01-2021,REPORTING
ARG,South America,SA,SII - Covishield,Covishield,Serum Institute of India,30-12-2020,21-02-2021,REPORTING
SEN,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,16-02-2021,23-02-2021,REPORTING
COD,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,26-02-2021,19-04-2021,REPORTING
NRU,Oceania,OC,SII - Covishield,Covishield,Serum Institute of India,02-03-2021,01-06-2021,REPORTING
SOM,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,22-02-2021,16-03-2021,REPORTING
ARE,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,0,0,REPORTING
NAM,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,05-03-2021,19-03-2021,REPORTING
SWZ,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,19-03-2021,REPORTING
AFG,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,23-02-2021,22-02-2021,REPORTING
COM,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,10-04-2021,REPORTING
BHR,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,0,25-12-2020,REPORTING
GUY,South America,SA,SII - Covishield,Covishield,Serum Institute of India,0,11-02-2021,REPORTING
BWA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,26-02-2021,26-03-2021,REPORTING
COG,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,03-03-2021,23-03-2021,REPORTING
SLE,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,04-03-2021,15-03-2021,REPORTING
MUS,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,21-01-2021,26-01-2021,REPORTING
MOZ,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,04-03-2021,08-03-2021,REPORTING
UGA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,10-03-2021,REPORTING
TTO,North America,NA,SII - Covishield,Covishield,Serum Institute of India,15-02-2021,17-02-2021,REPORTING
JAM,North America,NA,SII - Covishield,Covishield,Serum Institute of India,15-02-2021,10-03-2021,REPORTING
GRD,North America,NA,SII - Covishield,Covishield,Serum Institute of India,12-02-2021,15-02-2021,REPORTING
DMA,North America,NA,SII - Covishield,Covishield,Serum Institute of India,09-02-2021,12-02-2021,REPORTING
TJK,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,0,24-03-2021,REPORTING
KHM,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,12-02-2021,04-03-2021,REPORTING
THA,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,21-01-2021,16-03-2021,REPORTING
TLS,Sin Determinar,Z9,SII - Covishield,Covishield,Serum Institute of India,23-02-2021,07-04-2021,REPORTING
DJI,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,22-02-2021,15-03-2021,REPORTING
KNA,North America,NA,SII - Covishield,Covishield,Serum Institute of India,29-01-2021,22-02-2021,REPORTING
BEN,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,24-02-2021,29-03-2021,REPORTING
MRT,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,0,26-03-2021,REPORTING
UKR,Europe,EU,SII - Covishield,Covishield,Serum Institute of India,0,24-02-2021,REPORTING
NGA,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,04-03-2021,05-03-2021,REPORTING
YEM,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,27-02-2021,20-04-2021,REPORTING
CPV,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,25-02-2021,18-03-2021,REPORTING
LSO,Africa,AF,SII - Covishield,Covishield,Serum Institute of India,25-02-2021,10-03-2021,REPORTING
MMR,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,20-01-2021,27-01-2021,REPORTING
OMN,Asia,AS,SII - Covishield,Covishield,Serum Institute of India,0,0,REPORTING
CUB,North America,NA,Finlay - Soberana Plus,Soberana Plus,Instituto Finlay de Vacunas,0,0,REPORTING
NIC,North America,NA,Finlay - Soberana Plus,Soberana Plus,Instituto Finlay de Vacunas,0,26-10-2021,REPORTING
ARM,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,09-02-2022,REPORTING
YEM,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
OMN,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
PSE,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,25-01-2021,02-02-2021,REPORTING
DJI,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
AZE,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,02-03-2022,REPORTING
LAO,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,01-10-2021,29-09-2021,REPORTING
JOR,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
IRN,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
SYR,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,03-02-2021,01-04-2021,REPORTING
VEN,South America,SA,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
LBN,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,16-12-2020,14-02-2021,REPORTING
PHL,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,20-08-2021,23-08-2021,REPORTING
PAK,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
SAU,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
SDN,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
KWT,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
UZB,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,15-12-2021,REPORTING
NIC,North America,NA,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,25-10-2021,REPORTING
SOM,Africa,AF,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
ARE,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
BLR,Europe,EU,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,06-10-2021,REPORTING
QAT,Asia,AS,Gamaleya - Sputnik-Light,Sputnik-Light,Gamaleya Research Institute,0,0,REPORTING
