PAIS_ISO3,CONTINENTE,ISO_continente,NOMBRE_VACUNA,NOMBRE_TIPO_VACUNA,NOMBRE_COMPAÑIA,FECHA_AUTORIZACION,FECHA_INICIO_VACUNACION,FUENTE_DATOS
MMR,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),12-02-2021,01-06-2021,REPORTING
OMN,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
ZWE,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
PSE,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),25-01-2021,02-02-2021,REPORTING
DJI,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),22-02-2021,15-03-2021,REPORTING
MYS,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),16-07-2021,0,REPORTING
YEM,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
GEO,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,05-05-2021,REPORTING
CPV,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
KAZ,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,05-05-2021,REPORTING
TKM,Asia,AS,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,24-02-2021,REPORTING
LSO,Africa,AF,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG),0,0,REPORTING
IND,Asia,AS,Zydus - ZyCov-D,ZyCov-D,Zydus Cadila,20-08-2021,0,REPORTING
IND,Asia,AS,Biological E - Corbevax,Corbevax,Biological E,0,16-03-2022,REPORTING
VNM,Asia,AS,CIGB - CIGB-66,CIGB-66,Center for Genetic Engineering and Biotechnology,17-09-2021,17-10-2021,REPORTING
VEN,South America,SA,CIGB - CIGB-66,CIGB-66,Center for Genetic Engineering and Biotechnology,0,0,REPORTING
NIC,North America,NA,CIGB - CIGB-66,CIGB-66,Center for Genetic Engineering and Biotechnology,0,25-10-2021,REPORTING
CUB,North America,NA,CIGB - CIGB-66,CIGB-66,Center for Genetic Engineering and Biotechnology,0,0,REPORTING
MEX,North America,NA,CIGB - CIGB-66,CIGB-66,Center for Genetic Engineering and Biotechnology,0,21-12-2022,REPORTING
FRA,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-02-2021,REPORTING
FIN,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,30-12-2020,REPORTING
STP,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,15-03-2021,REPORTING
SWE,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
ESP,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
ARM,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,17-03-2021,REPORTING
LAO,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,04-08-2021,REPORTING
VUT,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,10-05-2021,02-06-2021,REPORTING
SYR,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,03-02-2021,01-04-2021,REPORTING
SUR,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,10-05-2021,26-05-2021,REPORTING
LBN,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,16-12-2020,14-02-2021,REPORTING
FJI,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,22-02-2021,07-03-2021,REPORTING
PHL,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,28-01-2021,07-03-2021,REPORTING
BRB,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,08-04-2021,REPORTING
SXM,Sin Determinar,Z9,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
BTN,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,17-06-2021,0,REPORTING
ISR,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,20-10-2021,REPORTING
COL,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,23-02-2021,29-03-2021,REPORTING
LTU,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
MTQ,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
MDV,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,20-06-2021,27-07-2021,REPORTING
JOR,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,13-12-2020,13-01-2021,REPORTING
IRN,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,27-01-2021,09-02-2021,REPORTING
XKX,Sin Determinar,Z9,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,31-03-2021,REPORTING
SLV,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,30-12-2020,17-02-2021,REPORTING
DOM,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
LKA,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,09-07-2021,0,REPORTING
PRY,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,30-12-2020,23-03-2021,REPORTING
NLD,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-02-2021,REPORTING
NIC,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,15-02-2021,16-10-2021,REPORTING
KIR,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,12-03-2021,26-05-2021,REPORTING
PNG,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,18-03-2021,30-03-2021,REPORTING
BLZ,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,15-02-2021,07-04-2021,REPORTING
MNE,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,31-03-2021,REPORTING
BGD,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,23-06-2021,0,REPORTING
WSM,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,23-02-2021,18-04-2021,REPORTING
SRB,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,24-02-2021,REPORTING
MNG,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,10-01-2021,19-03-2021,REPORTING
ISL,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
TON,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,22-02-2021,14-04-2021,REPORTING
SDN,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,20-02-2021,09-03-2021,REPORTING
NZL,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,22-07-2021,26-11-2021,REPORTING
KWT,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,13-12-2020,28-12-2020,REPORTING
URY,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,11-02-2021,17-04-2021,REPORTING
SVN,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-03-2021,REPORTING
SAU,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,10-12-2020,06-01-2021,REPORTING
VGB,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,11-02-2021,REPORTING
CZE,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-02-2021,REPORTING
BHS,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,14-03-2021,REPORTING
CYP,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
NPL,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,30-06-2021,0,REPORTING
SLB,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,26-05-2021,27-08-2021,REPORTING
PAK,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,20-01-2021,03-02-2021,REPORTING
LCA,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
JPN,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,21-05-2021,21-08-2021,REPORTING
PRT,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,30-12-2020,REPORTING
ALB,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-03-2021,REPORTING
LBY,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,24-02-2021,11-04-2021,REPORTING
VCT,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
EST,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,17-02-2021,REPORTING
HND,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,15-02-2021,15-03-2021,REPORTING
ATG,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,01-02-2021,01-03-2021,REPORTING
BEL,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
ARG,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,20-12-2021,30-03-2021,REPORTING
GTM,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,11-03-2021,15-03-2021,REPORTING
MLT,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,30-12-2020,REPORTING
QAT,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
BMU,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,07-05-2021,REPORTING
BOL,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,22-03-2021,REPORTING
AUT,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
CAN,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
MKD,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,31-03-2021,REPORTING
BRA,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,17-01-2021,18-01-2021,REPORTING
MCO,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,27-04-2022,REPORTING
SOM,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,22-02-2021,16-03-2021,REPORTING
PER,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,12-04-2021,21-04-2021,REPORTING
BGR,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-02-2021,REPORTING
ARE,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
LVA,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,27-01-2021,REPORTING
GRC,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,23-12-2020,REPORTING
GUY,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
ITA,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,13-01-2021,REPORTING
SGP,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
HRV,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,13-01-2021,REPORTING
GLP,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,0,REPORTING
NRU,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,02-03-2021,09-04-2021,REPORTING
MDA,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-03-2021,REPORTING
AFG,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,23-02-2021,22-02-2021,REPORTING
CHL,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,27-01-2021,27-04-2021,REPORTING
AUS,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,15-02-2021,21-02-2021,REPORTING
IRQ,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,29-12-2020,02-03-2021,REPORTING
BHR,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,03-11-2020,04-11-2020,REPORTING
TUV,Oceania,OC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,23-02-2021,13-04-2021,REPORTING
GBR,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,08-02-2021,REPORTING
TUN,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,11-01-2021,13-03-2021,REPORTING
AIA,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,01-12-2020,05-02-2021,REPORTING
BRN,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,22-02-2021,03-04-2021,REPORTING
TTO,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,07-04-2021,REPORTING
MAR,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,06-01-2021,28-01-2021,REPORTING
ECU,South America,SA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,22-01-2021,19-03-2021,REPORTING
KGZ,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,14-07-2021,REPORTING
HUN,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,10-02-2021,REPORTING
DNK,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,06-01-2021,REPORTING
AND,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,03-03-2021,REPORTING
DMA,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,25-02-2021,07-04-2021,REPORTING
IDN,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,21-02-2021,23-03-2021,REPORTING
TJK,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,14-04-2021,REPORTING
KHM,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,15-07-2021,25-07-2021,REPORTING
THA,Asia,AS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,20-01-2021,16-03-2021,REPORTING
EGY,Africa,AF,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,30-12-2020,24-01-2021,REPORTING
UKR,Europe,EU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,0,28-04-2021,REPORTING
MEX,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,04-01-2021,15-02-2021,REPORTING
JAM,North America,NA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca,15-02-2021,10-03-2021,REPORTING
