PAIS_ISO2,MES,AverageTemperature
TM,7,30.613214285714285
TM,8,29.189714285714285
TM,9,23.05892307692308
TM,10,15.938
TM,11,8.529769230769231
TM,12,2.706153846153846
TN,1,11.302071428571429
TN,2,12.489571428571429
TN,3,16.487428571428573
TN,4,19.797642857142858
TN,5,24.18342857142857
TN,6,28.46014285714286
TN,7,31.523357142857144
TN,8,31.068857142857144
TN,9,27.339
TN,10,22.874846153846157
TN,11,17.050153846153844
TN,12,12.438461538461537
TO,1,25.964285714285715
TO,2,26.459785714285715
TO,3,26.361214285714286
TO,4,25.22342857142857
TO,5,23.848000000000003
TO,6,22.547214285714286
TO,7,21.622285714285713
TO,8,21.46157142857143
TO,9,21.96376923076923
TO,10,22.553538461538462
TO,11,23.88276923076923
TO,12,24.967076923076924
TR,1,1.132642857142857
TR,2,2.5255
TR,3,6.7124999999999995
TR,4,11.101928571428571
TR,5,16.006285714285713
TR,6,20.866071428571427
TR,7,24.263714285714286
TR,8,24.296285714285716
TR,9,19.943461538461538
TR,10,14.300384615384615
TR,11,8.091153846153846
TR,12,3.1873846153846155
TW,1,16.70285714285714
TW,2,17.72092857142857
TW,3,19.113714285714284
TW,4,21.901928571428574
TW,5,24.799642857142857
TW,6,26.551285714285715
TW,7,27.86564285714286
TW,8,27.688
TW,9,26.595307692307696
TW,10,24.320692307692305
TW,11,21.808615384615386
TW,12,18.33523076923077
TZ,1,23.65835714285714
TZ,2,23.835642857142858
TZ,3,23.714857142857145
TZ,4,23.06707142857143
TZ,5,22.5425
TZ,6,21.456857142857142
TZ,7,21.013
TZ,8,21.92664285714286
TZ,9,23.280153846153844
TZ,10,24.153692307692307
TZ,11,24.400307692307692
TZ,12,23.786538461538463
UA,1,-3.476357142857143
UA,2,-2.918857142857143
UA,3,2.2495714285714286
UA,4,9.685
UA,5,15.888071428571427
UA,6,19.1345
UA,7,21.84257142857143
UA,8,20.9425
UA,9,15.237615384615385
UA,10,9.010153846153845
UA,11,3.9400000000000004
UA,12,-1.7046923076923077
UG,1,24.384214285714286
UG,2,25.283285714285714
UG,3,24.899642857142858
UG,4,24.019214285714288
UG,5,23.6995
UG,6,23.19707142857143
UG,7,22.724785714285712
UG,8,22.839928571428572
UG,9,23.185692307692307
UG,10,23.462692307692308
UG,11,23.630846153846157
UG,12,23.75376923076923
US,1,-2.524214285714286
US,2,-0.7540714285714286
US,3,3.5791428571428576
US,4,8.879357142857144
US,5,14.564714285714286
US,6,19.56492857142857
US,7,22.223214285714285
US,8,21.254428571428573
US,9,17.028357142857143
US,10,10.074
US,11,3.6631538461538464
US,12,-1.6096153846153847
UY,1,24.58807142857143
UY,2,23.83457142857143
UY,3,22.068357142857142
UY,4,18.254
UY,5,14.690071428571429
UY,6,12.251857142857144
UY,7,11.35
UY,8,13.085214285714287
UY,9,14.791538461538462
UY,10,17.742538461538462
UY,11,20.61223076923077
UY,12,22.583538461538463
UZ,1,-2.0275714285714286
UZ,2,0.6020714285714287
UZ,3,8.329928571428571
UZ,4,15.300571428571429
UZ,5,21.904857142857143
UZ,6,26.84764285714286
UZ,7,28.502214285714285
UZ,8,27.031642857142856
UZ,9,20.50546153846154
UZ,10,13.039
UZ,11,5.883615384615386
UZ,12,-0.652923076923077
VE,1,25.47
VE,2,25.960642857142858
VE,3,26.570071428571428
VE,4,26.403928571428573
VE,5,26.094285714285714
VE,6,25.467357142857143
VE,7,25.314
VE,8,25.610714285714288
VE,9,25.891076923076923
VE,10,25.842846153846153
VE,11,25.886076923076924
VE,12,25.42615384615385
VG,1,25.42607142857143
VG,2,25.430785714285715
VG,3,25.787285714285712
VG,4,26.382
VG,5,27.4435
VG,6,28.401928571428574
VG,7,28.720928571428573
VG,8,28.957642857142854
VG,9,28.806928571428575
VG,10,28.12576923076923
VG,11,27.29046153846154
VG,12,26.134692307692305
VN,1,19.569714285714287
VN,2,21.24257142857143
VN,3,23.085428571428572
VN,4,25.52414285714286
VN,5,26.88342857142857
VN,6,27.487285714285715
VN,7,27.246214285714284
VN,8,26.872500000000002
VN,9,26.06392307692308
VN,10,24.570692307692312
VN,11,22.687538461538466
VN,12,20.502384615384617
WS,1,27.10757142857143
WS,2,27.14114285714286
WS,3,27.275857142857145
WS,4,27.275214285714288
WS,5,27.211785714285714
WS,6,26.8585
WS,7,26.45307142857143
WS,8,26.5245
WS,9,26.772
WS,10,26.736615384615387
WS,11,27.130153846153846
WS,12,27.099692307692308
YE,1,20.99664285714286
YE,2,23.286642857142855
YE,3,25.761214285714285
YE,4,28.395285714285713
YE,5,31.080857142857145
YE,6,32.087
YE,7,31.582714285714285
YE,8,30.964785714285714
YE,9,30.005999999999997
YE,10,27.104846153846154
YE,11,24.349307692307693
YE,12,21.488076923076925
YT,1,27.587857142857143
YT,2,27.80842857142857
YT,3,28.113857142857142
YT,4,28.17314285714286
YT,5,27.706500000000002
YT,6,26.473142857142857
YT,7,25.648
YT,8,25.705357142857142
YT,9,26.15323076923077
YT,10,26.755846153846157
YT,11,27.659
YT,12,27.678538461538462
ZA,1,23.071714285714286
ZA,2,23.099500000000003
ZA,3,21.46257142857143
ZA,4,17.882214285714287
ZA,5,14.608428571428572
ZA,6,11.690214285714287
ZA,7,11.307928571428572
ZA,8,13.3955
ZA,9,16.456923076923076
ZA,10,19.143230769230772
ZA,11,20.864384615384616
ZA,12,22.340692307692304
ZM,1,22.49257142857143
ZM,2,22.75242857142857
ZM,3,22.740571428571428
ZM,4,21.743214285714288
ZM,5,20.29407142857143
ZM,6,18.294785714285716
ZM,7,17.863071428571427
ZM,8,20.576214285714286
ZM,9,23.730384615384615
ZM,10,25.247307692307693
ZM,11,24.589923076923075
ZM,12,22.929461538461542
ZW,1,23.943857142857144
ZW,2,23.833214285714288
ZW,3,23.256500000000006
ZW,4,21.342357142857143
ZW,5,19.256785714285716
ZW,6,17.046357142857143
ZW,7,16.322
ZW,8,19.158285714285714
ZW,9,22.612615384615385
ZW,10,24.696307692307695
ZW,11,24.89707692307692
ZW,12,23.978230769230773
