PROVINCIA_ESTADO,CASOS_CONFIRMADOS,DEFUNCIONES,CASOS_RECUPERADOS,CASOS_ACTIVOS,PAIS_ISO3,FECHA
Minnesota,1621194,13393,,,USA,18.08.2022
Mississippi,899354,12751,,,USA,18.08.2022
Missouri,1599805,21302,,,USA,18.08.2022
Montana,300607,3481,,,USA,18.08.2022
Nebraska,524339,4432,,,USA,18.08.2022
Nevada,837104,11353,,,USA,18.08.2022
New Hampshire,342248,2646,,,USA,18.08.2022
New Jersey,2648876,34440,,,USA,18.08.2022
New Mexico,604812,8342,,,USA,18.08.2022
New York,5930531,70821,,,USA,18.08.2022
North Carolina,3074964,25760,,,USA,18.08.2022
North Dakota,262624,2329,,,USA,18.08.2022
Northern Mariana Islands,12948,39,,,MNP,18.08.2022
Ohio,3026110,39589,,,USA,18.08.2022
Oklahoma,1153471,16519,,,USA,18.08.2022
Oregon,869780,8334,,,USA,18.08.2022
Pennsylvania,3150248,46514,,,USA,18.08.2022
Puerto Rico,899284,4889,,,PRI,18.08.2022
Rhode Island,414931,3636,,,USA,18.08.2022
South Carolina,1650748,18227,,,USA,18.08.2022
South Dakota,254670,2979,,,USA,18.08.2022
Tennessee,2264822,27313,,,USA,18.08.2022
Texas,7721247,89645,,,USA,18.08.2022
Utah,1023669,4953,,,USA,18.08.2022
Vermont,139226,702,,,USA,18.08.2022
Virgin Islands,22300,122,,,VIR,18.08.2022
Virginia,2008336,21222,,,USA,18.08.2022
Washington,1767263,13886,,,USA,18.08.2022
West Virginia,571993,7230,,,USA,18.08.2022
Wisconsin,1812575,15005,,,USA,18.08.2022
Wyoming,173487,1871,,,USA,18.08.2022
Alabama,111696,1944,41523.0,68229.0,USA,19.08.2020
Alaska,4485,29,1501.0,2955.0,USA,19.08.2020
American Samoa,0,0,,,ASM,19.08.2020
Arizona,195557,4634,28233.0,162690.0,USA,19.08.2020
Arkansas,54216,631,47666.0,5919.0,USA,19.08.2020
California,650705,11516,,,USA,19.08.2020
Colorado,57462,1914,5729.0,46272.0,USA,19.08.2020
Connecticut,51314,4457,8809.0,38048.0,USA,19.08.2020
Delaware,16643,611,8780.0,7252.0,USA,19.08.2020
Diamond Princess,49,0,,,USA,19.08.2020
District of Columbia,13354,600,10596.0,2158.0,USA,19.08.2020
Florida,584047,9932,,,USA,19.08.2020
Georgia,243982,4849,,,USA,19.08.2020
Grand Princess,103,3,,,USA,19.08.2020
Guam,599,5,363.0,231.0,GUM,19.08.2020
Hawaii,5609,42,1977.0,3590.0,USA,19.08.2020
Idaho,28680,289,11397.0,16994.0,USA,19.08.2020
Illinois,213220,8017,,,USA,19.08.2020
Indiana,82336,3124,62483.0,16729.0,USA,19.08.2020
Iowa,53523,1010,41837.0,10676.0,USA,19.08.2020
Kansas,35403,415,1472.0,33516.0,USA,19.08.2020
Kentucky,40926,842,9331.0,30753.0,USA,19.08.2020
Louisiana,139903,4609,118120.0,17174.0,USA,19.08.2020
Maine,4235,127,3662.0,446.0,USA,19.08.2020
Maryland,101649,3661,6030.0,91958.0,USA,19.08.2020
Massachusetts,124415,8280,102205.0,13334.0,USA,19.08.2020
Michigan,104091,6618,67778.0,29695.0,USA,19.08.2020
Minnesota,66618,1784,60242.0,4592.0,USA,19.08.2020
Mississippi,74555,2163,56577.0,15815.0,USA,19.08.2020
Missouri,72476,1455,,,USA,19.08.2020
Montana,5956,84,4357.0,1515.0,USA,19.08.2020
Nebraska,31040,371,22798.0,7871.0,USA,19.08.2020
Nevada,63028,1134,1540.0,60354.0,USA,19.08.2020
New Hampshire,7036,427,6347.0,262.0,USA,19.08.2020
New Jersey,191483,15926,33451.0,142106.0,USA,19.08.2020
New Mexico,23749,729,10976.0,12044.0,USA,19.08.2020
New York,427202,32698,74328.0,320176.0,USA,19.08.2020
North Carolina,147925,2431,127749.0,17745.0,USA,19.08.2020
North Dakota,9227,130,7629.0,1209.0,USA,19.08.2020
Northern Mariana Islands,54,2,29.0,23.0,MNP,19.08.2020
Ohio,110881,3621,90436.0,16824.0,USA,19.08.2020
Oklahoma,49923,699,42047.0,7177.0,USA,19.08.2020
Oregon,23870,408,4468.0,18994.0,USA,19.08.2020
Pennsylvania,130449,7514,99657.0,23278.0,USA,19.08.2020
Puerto Rico,27934,356,,,PRI,19.08.2020
Rhode Island,20795,1059,2013.0,17723.0,USA,19.08.2020
South Carolina,108411,2360,45205.0,60846.0,USA,19.08.2020
South Dakota,10566,155,9189.0,1222.0,USA,19.08.2020
Tennessee,135832,1452,99085.0,35326.0,USA,19.08.2020
Texas,598280,11335,424685.0,162273.0,USA,19.08.2020
Utah,47521,377,38883.0,8261.0,USA,19.08.2020
Vermont,1533,58,1354.0,121.0,USA,19.08.2020
Virgin Islands,828,9,584.0,235.0,VIR,19.08.2020
Virginia,109019,2410,13989.0,92620.0,USA,19.08.2020
Washington,69662,1828,,,USA,19.08.2020
West Virginia,8807,166,6909.0,1732.0,USA,19.08.2020
Wisconsin,67493,1060,58244.0,8189.0,USA,19.08.2020
Wyoming,3431,34,2786.0,611.0,USA,19.08.2020
Alabama,649741,11914,,,USA,19.08.2021
Alaska,82687,412,,,USA,19.08.2021
American Samoa,0,0,,,ASM,19.08.2021
Arizona,976471,18508,,,USA,19.08.2021
Arkansas,429100,6581,,,USA,19.08.2021
California,4284238,64557,,,USA,19.08.2021
Colorado,606263,7259,,,USA,19.08.2021
Connecticut,365425,8330,,,USA,19.08.2021
Delaware,115665,1851,,,USA,19.08.2021
Diamond Princess,49,0,,,USA,19.08.2021
District of Columbia,53162,1155,,,USA,19.08.2021
Florida,2994019,41937,,,USA,19.08.2021
Georgia,1297503,22151,,,USA,19.08.2021
Grand Princess,103,3,,,USA,19.08.2021
Guam,9200,144,,,GUM,19.08.2021
Hawaii,53598,558,,,USA,19.08.2021
Idaho,212327,2281,,,USA,19.08.2021
Illinois,1477469,26203,,,USA,19.08.2021
Indiana,813046,14214,,,USA,19.08.2021
Iowa,392970,6226,,,USA,19.08.2021
Kansas,351046,5400,,,USA,19.08.2021
Kentucky,530573,7477,,,USA,19.08.2021
Louisiana,643993,11851,,,USA,19.08.2021
Maine,73270,921,,,USA,19.08.2021
Maryland,483641,9916,,,USA,19.08.2021
Massachusetts,742202,14697,,,USA,19.08.2021
Michigan,1035827,21353,,,USA,19.08.2021
Minnesota,631858,7843,,,USA,19.08.2021
Mississippi,401201,7937,,,USA,19.08.2021
Missouri,737531,10618,,,USA,19.08.2021
Montana,121877,1752,,,USA,19.08.2021
Nebraska,236346,2302,,,USA,19.08.2021
Nevada,377493,6259,,,USA,19.08.2021
New Hampshire,104263,1397,,,USA,19.08.2021
New Jersey,1067758,26731,,,USA,19.08.2021
New Mexico,222927,4463,,,USA,19.08.2021
New York,2223052,53959,,,USA,19.08.2021
North Carolina,1138263,14005,,,USA,19.08.2021
North Dakota,114234,1580,,,USA,19.08.2021
Northern Mariana Islands,183,2,,,MNP,19.08.2021
Ohio,1171557,21023,,,USA,19.08.2021
Oklahoma,521525,7676,,,USA,19.08.2021
Oregon,250835,2994,,,USA,19.08.2021
Pennsylvania,1275585,28040,,,USA,19.08.2021
Puerto Rico,161053,2715,,,PRI,19.08.2021
Rhode Island,159355,2752,,,USA,19.08.2021
South Carolina,676431,10182,,,USA,19.08.2021
South Dakota,127993,2059,,,USA,19.08.2021
Tennessee,976046,13078,,,USA,19.08.2021
Texas,3444033,54813,,,USA,19.08.2021
Utah,450539,2563,,,USA,19.08.2021
Vermont,26663,268,,,USA,19.08.2021
Virgin Islands,5432,44,,,VIR,19.08.2021
Virginia,731287,11638,,,USA,19.08.2021
Washington,524670,6330,,,USA,19.08.2021
West Virginia,176608,3001,,,USA,19.08.2021
Wisconsin,712751,8356,,,USA,19.08.2021
Wyoming,70150,809,,,USA,19.08.2021
Alabama,1463933,20041,,,USA,19.08.2022
Alaska,290881,1330,,,USA,19.08.2022
American Samoa,8042,33,,,ASM,19.08.2022
Arizona,2237208,30982,,,USA,19.08.2022
Arkansas,921796,11851,,,USA,19.08.2022
California,10988230,94352,,,USA,19.08.2022
Colorado,1622043,13122,,,USA,19.08.2022
Connecticut,868194,11180,,,USA,19.08.2022
Delaware,300245,3039,,,USA,19.08.2022
Diamond Princess,49,0,,,USA,19.08.2022
District of Columbia,165055,1376,,,USA,19.08.2022
Florida,6954834,79017,,,USA,19.08.2022
Georgia,2829283,39472,,,USA,19.08.2022
Grand Princess,103,3,,,USA,19.08.2022
Guam,57206,389,,,GUM,19.08.2022
Hawaii,335518,1619,,,USA,19.08.2022
Idaho,486100,5090,,,USA,19.08.2022
Illinois,3645961,39180,,,USA,19.08.2022
Indiana,1873396,24312,,,USA,19.08.2022
Iowa,833187,9882,,,USA,19.08.2022
Kansas,853823,8947,,,USA,19.08.2022
Kentucky,1515984,16588,,,USA,19.08.2022
Louisiana,1410817,17777,,,USA,19.08.2022
Maine,280205,2499,,,USA,19.08.2022
Maryland,1210317,15107,,,USA,19.08.2022
Massachusetts,1996454,21342,,,USA,19.08.2022
Michigan,2731787,37774,,,USA,19.08.2022
Minnesota,1621194,13393,,,USA,19.08.2022
Mississippi,900888,12758,,,USA,19.08.2022
Missouri,1608231,21347,,,USA,19.08.2022
Montana,302455,3490,,,USA,19.08.2022
Nebraska,525171,4445,,,USA,19.08.2022
Nevada,837104,11353,,,USA,19.08.2022
New Hampshire,342465,2647,,,USA,19.08.2022
New Jersey,2651571,34447,,,USA,19.08.2022
New Mexico,605490,8347,,,USA,19.08.2022
New York,5936030,70850,,,USA,19.08.2022
North Carolina,3074964,25760,,,USA,19.08.2022
North Dakota,262848,2329,,,USA,19.08.2022
Northern Mariana Islands,12948,39,,,MNP,19.08.2022
Ohio,3026110,39605,,,USA,19.08.2022
Oklahoma,1153471,16519,,,USA,19.08.2022
Oregon,870690,8342,,,USA,19.08.2022
Pennsylvania,3150248,46514,,,USA,19.08.2022
Puerto Rico,901649,4899,,,PRI,19.08.2022
Rhode Island,414931,3636,,,USA,19.08.2022
South Carolina,1650748,18227,,,USA,19.08.2022
South Dakota,254670,2979,,,USA,19.08.2022
Tennessee,2268188,27315,,,USA,19.08.2022
Texas,7730249,89694,,,USA,19.08.2022
Utah,1023669,4953,,,USA,19.08.2022
Vermont,139226,702,,,USA,19.08.2022
Virgin Islands,22300,122,,,VIR,19.08.2022
Virginia,2011057,21249,,,USA,19.08.2022
Washington,1770649,13920,,,USA,19.08.2022
West Virginia,572854,7234,,,USA,19.08.2022
Wisconsin,1814420,15008,,,USA,19.08.2022
Wyoming,173487,1871,,,USA,19.08.2022
Alabama,112737,1974,44684.0,66079.0,USA,20.08.2020
Alaska,4570,29,1513.0,3028.0,USA,20.08.2020
American Samoa,0,0,,,ASM,20.08.2020
Arizona,196280,4684,28471.0,163125.0,USA,20.08.2020
Arkansas,54765,641,48458.0,5666.0,USA,20.08.2020
California,656276,11648,,,USA,20.08.2020
Colorado,57790,1919,5759.0,46568.0,USA,20.08.2020
Connecticut,51432,4458,8893.0,38081.0,USA,20.08.2020
Delaware,16718,611,8809.0,7298.0,USA,20.08.2020
Diamond Princess,49,0,,,USA,20.08.2020
District of Columbia,13409,601,10720.0,2088.0,USA,20.08.2020
Florida,588602,10049,,,USA,20.08.2020
Georgia,246741,4904,,,USA,20.08.2020
Grand Princess,103,3,,,USA,20.08.2020
Guam,704,6,381.0,317.0,GUM,20.08.2020
Hawaii,5844,45,2031.0,3768.0,USA,20.08.2020
Idaho,29110,296,11733.0,17081.0,USA,20.08.2020
Illinois,215052,8044,,,USA,20.08.2020
Indiana,83277,3141,63262.0,16874.0,USA,20.08.2020
Iowa,54533,1016,42372.0,11145.0,USA,20.08.2020
Kansas,35890,419,1472.0,33999.0,USA,20.08.2020
Kentucky,41626,856,9388.0,31382.0,USA,20.08.2020
Louisiana,140821,4637,118120.0,18064.0,USA,20.08.2020
Maine,4253,128,3679.0,446.0,USA,20.08.2020
Maryland,102229,3669,6040.0,92520.0,USA,20.08.2020
Massachusetts,124728,8285,102205.0,13635.0,USA,20.08.2020
Michigan,104618,6634,67778.0,30206.0,USA,20.08.2020
Minnesota,67308,1791,60605.0,4912.0,USA,20.08.2020
Mississippi,75449,2190,56577.0,16682.0,USA,20.08.2020
Missouri,73597,1463,,,USA,20.08.2020
Montana,6072,89,4434.0,1549.0,USA,20.08.2020
Nebraska,31348,373,22941.0,8034.0,USA,20.08.2020
Nevada,63584,1172,1567.0,60845.0,USA,20.08.2020
New Hampshire,7050,428,6367.0,255.0,USA,20.08.2020
New Jersey,191624,15932,33490.0,142202.0,USA,20.08.2020
New Mexico,23951,734,11145.0,12072.0,USA,20.08.2020
New York,427803,32695,74406.0,320702.0,USA,20.08.2020
North Carolina,149904,2465,127749.0,19690.0,USA,20.08.2020
North Dakota,9458,130,7718.0,1394.0,USA,20.08.2020
Northern Mariana Islands,54,2,29.0,23.0,MNP,20.08.2020
Ohio,112003,3645,91656.0,16702.0,USA,20.08.2020
Oklahoma,50669,709,42695.0,7265.0,USA,20.08.2020
Oregon,24165,412,4566.0,19187.0,USA,20.08.2020
Pennsylvania,131225,7527,101552.0,22146.0,USA,20.08.2020
Puerto Rico,28143,367,,,PRI,20.08.2020
Rhode Island,20871,1062,2021.0,17788.0,USA,20.08.2020
South Carolina,109320,2401,45205.0,61714.0,USA,20.08.2020
South Dakota,10691,157,9265.0,1269.0,USA,20.08.2020
Tennessee,138258,1488,100967.0,35837.0,USA,20.08.2020
Texas,603035,11564,431960.0,159493.0,USA,20.08.2020
Utah,47982,381,39364.0,8237.0,USA,20.08.2020
Vermont,1537,58,1356.0,123.0,USA,20.08.2020
Virgin Islands,869,10,623.0,236.0,VIR,20.08.2020
Virginia,109879,2427,14091.0,93361.0,USA,20.08.2020
Washington,70180,1836,,,USA,20.08.2020
West Virginia,8987,167,7010.0,1810.0,USA,20.08.2020
Wisconsin,68233,1067,59076.0,8090.0,USA,20.08.2020
Wyoming,3457,34,2832.0,591.0,USA,20.08.2020
Alabama,653540,11942,,,USA,20.08.2021
Alaska,83156,414,,,USA,20.08.2021
American Samoa,0,0,,,ASM,20.08.2021
Arizona,979580,18561,,,USA,20.08.2021
Arkansas,431507,6614,,,USA,20.08.2021
California,4309624,64647,,,USA,20.08.2021
Colorado,607997,7271,,,USA,20.08.2021
Connecticut,365856,8337,,,USA,20.08.2021
Delaware,116073,1851,,,USA,20.08.2021
Diamond Princess,49,0,,,USA,20.08.2021
District of Columbia,53342,1155,,,USA,20.08.2021
Florida,3071489,42252,,,USA,20.08.2021
Georgia,1307084,22199,,,USA,20.08.2021
Grand Princess,103,3,,,USA,20.08.2021
Guam,9298,144,,,GUM,20.08.2021
Hawaii,54443,562,,,USA,20.08.2021
Idaho,212939,2283,,,USA,20.08.2021
Illinois,1482376,26215,,,USA,20.08.2021
Indiana,817149,14228,,,USA,20.08.2021
Iowa,392970,6226,,,USA,20.08.2021
Kansas,356541,5498,,,USA,20.08.2021
Kentucky,534430,7517,,,USA,20.08.2021
Louisiana,649915,11918,,,USA,20.08.2021
Maine,73455,922,,,USA,20.08.2021
Maryland,484847,9922,,,USA,20.08.2021
Massachusetts,743735,14703,,,USA,20.08.2021
Michigan,1040673,21393,,,USA,20.08.2021
Minnesota,633556,7853,,,USA,20.08.2021
Mississippi,406249,7991,,,USA,20.08.2021
Missouri,740269,10635,,,USA,20.08.2021
Montana,122318,1755,,,USA,20.08.2021
Nebraska,236755,2302,,,USA,20.08.2021
Nevada,378700,6280,,,USA,20.08.2021
New Hampshire,104571,1397,,,USA,20.08.2021
New Jersey,1070698,26739,,,USA,20.08.2021
New Mexico,223796,4472,,,USA,20.08.2021
New York,2227140,53974,,,USA,20.08.2021
North Carolina,1144894,14059,,,USA,20.08.2021
North Dakota,114451,1581,,,USA,20.08.2021
Northern Mariana Islands,183,2,,,MNP,20.08.2021
Ohio,1175340,21053,,,USA,20.08.2021
Oklahoma,524376,7676,,,USA,20.08.2021
Oregon,252977,3012,,,USA,20.08.2021
Pennsylvania,1278084,28059,,,USA,20.08.2021
Puerto Rico,162941,2725,,,PRI,20.08.2021
Rhode Island,159710,2753,,,USA,20.08.2021
South Carolina,681659,10213,,,USA,20.08.2021
South Dakota,128297,2059,,,USA,20.08.2021
Tennessee,982417,13104,,,USA,20.08.2021
Texas,3461175,54997,,,USA,20.08.2021
Utah,451655,2572,,,USA,20.08.2021
Vermont,26778,270,,,USA,20.08.2021
Virgin Islands,5556,44,,,VIR,20.08.2021
Virginia,734079,11647,,,USA,20.08.2021
Washington,528453,6356,,,USA,20.08.2021
West Virginia,177533,3008,,,USA,20.08.2021
Wisconsin,714600,8368,,,USA,20.08.2021
Wyoming,70671,809,,,USA,20.08.2021
Alabama,1463933,20041,,,USA,20.08.2022
Alaska,290881,1330,,,USA,20.08.2022
American Samoa,8042,33,,,ASM,20.08.2022
Arizona,2237208,30982,,,USA,20.08.2022
Arkansas,922679,11861,,,USA,20.08.2022
California,10988652,94353,,,USA,20.08.2022
Colorado,1622415,13122,,,USA,20.08.2022
Connecticut,868786,11180,,,USA,20.08.2022
Delaware,300245,3039,,,USA,20.08.2022
Diamond Princess,49,0,,,USA,20.08.2022
District of Columbia,165055,1376,,,USA,20.08.2022
Florida,6954834,79017,,,USA,20.08.2022
Georgia,2829283,39472,,,USA,20.08.2022
Grand Princess,103,3,,,USA,20.08.2022
Guam,57206,389,,,GUM,20.08.2022
Hawaii,335518,1619,,,USA,20.08.2022
Idaho,486100,5090,,,USA,20.08.2022
Illinois,3645961,39180,,,USA,20.08.2022
Indiana,1873396,24339,,,USA,20.08.2022
Iowa,833187,9882,,,USA,20.08.2022
Kansas,853823,8947,,,USA,20.08.2022
Kentucky,1515984,16588,,,USA,20.08.2022
Louisiana,1410817,17777,,,USA,20.08.2022
Maine,280403,2499,,,USA,20.08.2022
Maryland,1210317,15107,,,USA,20.08.2022
Massachusetts,1996454,21342,,,USA,20.08.2022
Michigan,2731787,37774,,,USA,20.08.2022
Minnesota,1621194,13393,,,USA,20.08.2022
Mississippi,900888,12758,,,USA,20.08.2022
Missouri,1608231,21345,,,USA,20.08.2022
Montana,302455,3490,,,USA,20.08.2022
Nebraska,525171,4445,,,USA,20.08.2022
Nevada,837104,11353,,,USA,20.08.2022
New Hampshire,342465,2647,,,USA,20.08.2022
New Jersey,2654188,34456,,,USA,20.08.2022
New Mexico,605490,8347,,,USA,20.08.2022
New York,5938892,70850,,,USA,20.08.2022
North Carolina,3074964,25760,,,USA,20.08.2022
North Dakota,262901,2329,,,USA,20.08.2022
Northern Mariana Islands,12948,39,,,MNP,20.08.2022
Ohio,3026110,39627,,,USA,20.08.2022
Oklahoma,1153471,16519,,,USA,20.08.2022
Oregon,870690,8342,,,USA,20.08.2022
Pennsylvania,3150248,46514,,,USA,20.08.2022
Puerto Rico,903362,4906,,,PRI,20.08.2022
Rhode Island,414931,3636,,,USA,20.08.2022
South Carolina,1650748,18227,,,USA,20.08.2022
South Dakota,254670,2979,,,USA,20.08.2022
Tennessee,2269476,27315,,,USA,20.08.2022
Texas,7730439,89695,,,USA,20.08.2022
Utah,1023669,4953,,,USA,20.08.2022
Vermont,139226,702,,,USA,20.08.2022
Virgin Islands,22326,122,,,VIR,20.08.2022
Virginia,2011057,21249,,,USA,20.08.2022
Washington,1770649,13920,,,USA,20.08.2022
West Virginia,572854,7234,,,USA,20.08.2022
Wisconsin,1814420,15008,,,USA,20.08.2022
Wyoming,173487,1871,,,USA,20.08.2022
Alabama,114212,1996,44684.0,67532.0,USA,21.08.2020
Alaska,4634,30,1601.0,3003.0,USA,21.08.2020
American Samoa,0,0,,,ASM,21.08.2020
Arizona,196899,4688,28731.0,163480.0,USA,21.08.2020
Arkansas,55652,663,49135.0,5854.0,USA,21.08.2020
California,662858,11806,,,USA,21.08.2020
Colorado,58107,1925,5759.0,46561.0,USA,21.08.2020
Connecticut,51519,4460,8893.0,38166.0,USA,21.08.2020
Delaware,16770,612,8839.0,7319.0,USA,21.08.2020
Diamond Princess,49,0,,,USA,21.08.2020
District of Columbia,13469,602,10772.0,2095.0,USA,21.08.2020
Florida,593286,10168,,,USA,21.08.2020
Georgia,249630,4998,,,USA,21.08.2020
Grand Princess,103,3,,,USA,21.08.2020
Guam,767,6,394.0,367.0,GUM,21.08.2020
Hawaii,6072,46,2031.0,3995.0,USA,21.08.2020
Idaho,29364,305,12007.0,17052.0,USA,21.08.2020
Illinois,217345,8066,,,USA,21.08.2020
Indiana,84317,3149,64131.0,17037.0,USA,21.08.2020
Iowa,55331,1029,42912.0,11390.0,USA,21.08.2020
Kansas,36884,426,1520.0,34938.0,USA,21.08.2020
Kentucky,42265,864,9448.0,31953.0,USA,21.08.2020
Louisiana,141720,4687,118120.0,18913.0,USA,21.08.2020
Maine,4286,129,3698.0,459.0,USA,21.08.2020
Maryland,102899,3674,6047.0,93178.0,USA,21.08.2020
Massachusetts,125216,8289,102205.0,14110.0,USA,21.08.2020
Michigan,104618,6634,67778.0,30206.0,USA,21.08.2020
Minnesota,68133,1799,60920.0,5414.0,USA,21.08.2020
Mississippi,76323,2214,56577.0,17532.0,USA,21.08.2020
Missouri,74896,1466,,,USA,21.08.2020
Montana,6216,89,4798.0,1329.0,USA,21.08.2020
Nebraska,31626,376,23292.0,7958.0,USA,21.08.2020
Nevada,64433,1185,1599.0,61649.0,USA,21.08.2020
New Hampshire,7071,428,6367.0,276.0,USA,21.08.2020
New Jersey,191955,15941,33533.0,142481.0,USA,21.08.2020
New Mexico,24095,739,11145.0,12211.0,USA,21.08.2020
New York,428512,32698,74485.0,321329.0,USA,21.08.2020
North Carolina,151910,2494,127749.0,21667.0,USA,21.08.2020
North Dakota,9714,132,7841.0,1501.0,USA,21.08.2020
Northern Mariana Islands,54,2,29.0,23.0,MNP,21.08.2020
Ohio,113046,3675,92736.0,16635.0,USA,21.08.2020
Oklahoma,51746,715,43417.0,7614.0,USA,21.08.2020
Oregon,24421,414,4566.0,19441.0,USA,21.08.2020
Pennsylvania,131963,7544,102106.0,22313.0,USA,21.08.2020
Puerto Rico,28846,374,,,PRI,21.08.2020
Rhode Island,21022,1064,2031.0,17927.0,USA,21.08.2020
South Carolina,110378,2459,46118.0,61801.0,USA,21.08.2020
South Dakota,10884,159,9349.0,1376.0,USA,21.08.2020
Tennessee,138783,1549,102686.0,34582.0,USA,21.08.2020
Texas,608659,11817,438825.0,158027.0,USA,21.08.2020
Utah,48445,383,39867.0,8195.0,USA,21.08.2020
Vermont,1541,58,1358.0,125.0,USA,21.08.2020
Virgin Islands,932,10,649.0,273.0,VIR,21.08.2020
Virginia,110857,2436,14249.0,94172.0,USA,21.08.2020
Washington,71007,1840,,,USA,21.08.2020
West Virginia,9077,171,7140.0,1766.0,USA,21.08.2020
Wisconsin,69059,1068,60055.0,7936.0,USA,21.08.2020
Wyoming,3524,37,2864.0,623.0,USA,21.08.2020
Alabama,659750,12000,,,USA,21.08.2021
Alaska,83156,414,,,USA,21.08.2021
American Samoa,0,0,,,ASM,21.08.2021
Arizona,982775,18597,,,USA,21.08.2021
Arkansas,434027,6645,,,USA,21.08.2021
California,4323639,64723,,,USA,21.08.2021
Colorado,609311,7281,,,USA,21.08.2021
Connecticut,365856,8337,,,USA,21.08.2021
Delaware,116461,1854,,,USA,21.08.2021
Diamond Princess,49,0,,,USA,21.08.2021
District of Columbia,53342,1155,,,USA,21.08.2021
Florida,3071489,42252,,,USA,21.08.2021
Georgia,1307084,22199,,,USA,21.08.2021
Grand Princess,103,3,,,USA,21.08.2021
Guam,9298,144,,,GUM,21.08.2021
Hawaii,55206,563,,,USA,21.08.2021
Idaho,212939,2283,,,USA,21.08.2021
Illinois,1482376,26223,,,USA,21.08.2021
Indiana,817149,14228,,,USA,21.08.2021
Iowa,395167,6226,,,USA,21.08.2021
Kansas,356675,5498,,,USA,21.08.2021
Kentucky,537817,7532,,,USA,21.08.2021
Louisiana,649915,11918,,,USA,21.08.2021
Maine,73660,924,,,USA,21.08.2021
Maryland,485978,9938,,,USA,21.08.2021
Massachusetts,743735,14703,,,USA,21.08.2021
Michigan,1040673,21393,,,USA,21.08.2021
Minnesota,633556,7853,,,USA,21.08.2021
Mississippi,406249,7991,,,USA,21.08.2021
Missouri,742751,10658,,,USA,21.08.2021
Montana,122318,1755,,,USA,21.08.2021
Nebraska,237492,2302,,,USA,21.08.2021
Nevada,378700,6280,,,USA,21.08.2021
New Hampshire,104571,1397,,,USA,21.08.2021
New Jersey,1072856,26750,,,USA,21.08.2021
New Mexico,223796,4472,,,USA,21.08.2021
New York,2233083,54012,,,USA,21.08.2021
North Carolina,1144894,14059,,,USA,21.08.2021
North Dakota,114570,1582,,,USA,21.08.2021
Northern Mariana Islands,183,2,,,MNP,21.08.2021
Ohio,1178792,21085,,,USA,21.08.2021
Oklahoma,524376,7676,,,USA,21.08.2021
Oregon,252977,3012,,,USA,21.08.2021
Pennsylvania,1280883,28074,,,USA,21.08.2021
Puerto Rico,163795,2738,,,PRI,21.08.2021
Rhode Island,159710,2753,,,USA,21.08.2021
South Carolina,681659,10213,,,USA,21.08.2021
South Dakota,128297,2059,,,USA,21.08.2021
Tennessee,992207,13116,,,USA,21.08.2021
Texas,3490811,55173,,,USA,21.08.2021
Utah,451655,2572,,,USA,21.08.2021
Vermont,26924,270,,,USA,21.08.2021
Virgin Islands,5605,45,,,VIR,21.08.2021
Virginia,734079,11647,,,USA,21.08.2021
Washington,528453,6356,,,USA,21.08.2021
West Virginia,177533,3008,,,USA,21.08.2021
Wisconsin,714600,8368,,,USA,21.08.2021
Wyoming,70671,809,,,USA,21.08.2021
Alabama,1463933,20041,,,USA,21.08.2022
