PROVINCIA_ESTADO,CASOS_CONFIRMADOS,DEFUNCIONES,CASOS_RECUPERADOS,CASOS_ACTIVOS,PAIS_ISO3,FECHA
Delaware,299087,3036,,,USA,15.08.2022
Diamond Princess,49,0,,,USA,15.08.2022
District of Columbia,164471,1374,,,USA,15.08.2022
Florida,6979951,78731,,,USA,15.08.2022
Georgia,2803517,39319,,,USA,15.08.2022
Grand Princess,103,3,,,USA,15.08.2022
Guam,56804,386,,,GUM,15.08.2022
Hawaii,332822,1606,,,USA,15.08.2022
Idaho,484601,5067,,,USA,15.08.2022
Illinois,3629276,39119,,,USA,15.08.2022
Indiana,1862813,24262,,,USA,15.08.2022
Iowa,830079,9850,,,USA,15.08.2022
Kansas,848468,8935,,,USA,15.08.2022
Kentucky,1506741,16540,,,USA,15.08.2022
Louisiana,1403404,17708,,,USA,15.08.2022
Maine,278921,2493,,,USA,15.08.2022
Maryland,1202880,15063,,,USA,15.08.2022
Massachusetts,1987385,21285,,,USA,15.08.2022
Michigan,2708622,37671,,,USA,15.08.2022
Minnesota,1611246,13362,,,USA,15.08.2022
Mississippi,894772,12729,,,USA,15.08.2022
Missouri,1599600,21302,,,USA,15.08.2022
Montana,300607,3481,,,USA,15.08.2022
Nebraska,522491,4394,,,USA,15.08.2022
Nevada,834488,11297,,,USA,15.08.2022
New Hampshire,341573,2641,,,USA,15.08.2022
New Jersey,2640445,34404,,,USA,15.08.2022
New Mexico,602930,8318,,,USA,15.08.2022
New York,5913100,70718,,,USA,15.08.2022
North Carolina,3047625,25724,,,USA,15.08.2022
North Dakota,261835,2326,,,USA,15.08.2022
Northern Mariana Islands,12866,39,,,MNP,15.08.2022
Ohio,3002043,39554,,,USA,15.08.2022
Oklahoma,1147408,16372,,,USA,15.08.2022
Oregon,866761,8292,,,USA,15.08.2022
Pennsylvania,3127189,46374,,,USA,15.08.2022
Puerto Rico,893018,4853,,,PRI,15.08.2022
Rhode Island,413259,3632,,,USA,15.08.2022
South Carolina,1637108,18215,,,USA,15.08.2022
South Dakota,253232,2973,,,USA,15.08.2022
Tennessee,2246545,27247,,,USA,15.08.2022
Texas,7693742,89532,,,USA,15.08.2022
Utah,1020130,4940,,,USA,15.08.2022
Vermont,138779,699,,,USA,15.08.2022
Virgin Islands,22196,122,,,VIR,15.08.2022
Virginia,1999881,21163,,,USA,15.08.2022
Washington,1764619,13843,,,USA,15.08.2022
West Virginia,569322,7206,,,USA,15.08.2022
Wisconsin,1807040,14980,,,USA,15.08.2022
Wyoming,172473,1865,,,USA,15.08.2022
Alabama,107667,1898,41523.0,64246.0,USA,16.08.2020
Alaska,4305,28,1418.0,2859.0,USA,16.08.2020
American Samoa,0,0,,,ASM,16.08.2020
Arizona,193537,4506,27582.0,161449.0,USA,16.08.2020
Arkansas,52665,599,45572.0,6494.0,USA,16.08.2020
California,633581,11152,,,USA,16.08.2020
Colorado,56473,1905,5660.0,45620.0,USA,16.08.2020
Connecticut,50897,4453,8809.0,37635.0,USA,16.08.2020
Delaware,16451,608,8671.0,7172.0,USA,16.08.2020
Diamond Princess,49,0,,,USA,16.08.2020
District of Columbia,13220,597,10493.0,2130.0,USA,16.08.2020
Florida,573416,9452,,,USA,16.08.2020
Georgia,237030,4702,,,USA,16.08.2020
Grand Princess,103,3,,,USA,16.08.2020
Guam,502,5,345.0,152.0,GUM,16.08.2020
Hawaii,5042,40,1808.0,3194.0,USA,16.08.2020
Idaho,27656,269,10616.0,16771.0,USA,16.08.2020
Illinois,207412,7955,,,USA,16.08.2020
Indiana,80415,3080,59801.0,17534.0,USA,16.08.2020
Iowa,52447,975,40525.0,10947.0,USA,16.08.2020
Kansas,33885,406,1399.0,32080.0,USA,16.08.2020
Kentucky,38930,810,9091.0,29029.0,USA,16.08.2020
Louisiana,137918,4507,103512.0,29899.0,USA,16.08.2020
Maine,4168,127,3624.0,417.0,USA,16.08.2020
Maryland,100212,3639,6004.0,90569.0,USA,16.08.2020
Massachusetts,123593,8838,100486.0,14269.0,USA,16.08.2020
Michigan,102259,6592,67778.0,27889.0,USA,16.08.2020
Minnesota,65152,1752,58196.0,5204.0,USA,16.08.2020
Mississippi,72136,2084,49836.0,20216.0,USA,16.08.2020
Missouri,69261,1403,,,USA,16.08.2020
Montana,5750,82,4145.0,1523.0,USA,16.08.2020
Nebraska,30372,361,22251.0,7760.0,USA,16.08.2020
Nevada,61305,1072,1423.0,58810.0,USA,16.08.2020
New Hampshire,6988,423,6287.0,278.0,USA,16.08.2020
New Jersey,190372,15912,33320.0,141140.0,USA,16.08.2020
New Mexico,23408,714,10391.0,12303.0,USA,16.08.2020
New York,425508,32673,74154.0,318681.0,USA,16.08.2020
North Carolina,144952,2347,116969.0,25636.0,USA,16.08.2020
North Dakota,8633,125,7249.0,1213.0,USA,16.08.2020
Northern Mariana Islands,50,2,29.0,19.0,MNP,16.08.2020
Ohio,108287,3560,86926.0,17801.0,USA,16.08.2020
Oklahoma,48342,661,40224.0,7457.0,USA,16.08.2020
Oregon,23262,388,4355.0,18519.0,USA,16.08.2020
Pennsylvania,128746,7459,98323.0,22964.0,USA,16.08.2020
Puerto Rico,26006,335,,,PRI,16.08.2020
Rhode Island,20335,1052,1953.0,17330.0,USA,16.08.2020
South Carolina,106497,2269,42730.0,61498.0,USA,16.08.2020
South Dakota,10274,153,8939.0,1182.0,USA,16.08.2020
Tennessee,131904,1366,92655.0,37911.0,USA,16.08.2020
Texas,573607,10817,399572.0,163222.0,USA,16.08.2020
Utah,46652,363,37701.0,8588.0,USA,16.08.2020
Vermont,1515,58,1337.0,120.0,USA,16.08.2020
Virgin Islands,741,9,523.0,209.0,VIR,16.08.2020
Virginia,106687,2381,13783.0,90523.0,USA,16.08.2020
Washington,67854,1802,,,USA,16.08.2020
West Virginia,8567,160,6429.0,1978.0,USA,16.08.2020
Wisconsin,65741,1039,55982.0,8720.0,USA,16.08.2020
Wyoming,3286,30,2668.0,588.0,USA,16.08.2020
Alabama,637363,11799,,,USA,16.08.2021
Alaska,80885,403,,,USA,16.08.2021
American Samoa,0,0,,,ASM,16.08.2021
Arizona,967862,18464,,,USA,16.08.2021
Arkansas,420663,6498,,,USA,16.08.2021
California,4239641,64271,,,USA,16.08.2021
Colorado,600997,7231,,,USA,16.08.2021
Connecticut,363417,8307,,,USA,16.08.2021
Delaware,114770,1838,,,USA,16.08.2021
Diamond Princess,49,0,,,USA,16.08.2021
District of Columbia,52777,1150,,,USA,16.08.2021
Florida,2933429,41123,,,USA,16.08.2021
Georgia,1272014,22014,,,USA,16.08.2021
Grand Princess,103,3,,,USA,16.08.2021
Guam,9018,143,,,GUM,16.08.2021
Hawaii,51739,552,,,USA,16.08.2021
Idaho,209411,2251,,,USA,16.08.2021
Illinois,1466816,26122,,,USA,16.08.2021
Indiana,803403,14144,,,USA,16.08.2021
Iowa,389223,6210,,,USA,16.08.2021
Kansas,350882,5400,,,USA,16.08.2021
Kentucky,518987,7451,,,USA,16.08.2021
Louisiana,628146,11584,,,USA,16.08.2021
Maine,72522,904,,,USA,16.08.2021
Maryland,480718,9896,,,USA,16.08.2021
Massachusetts,737579,14674,,,USA,16.08.2021
Michigan,1032520,21304,,,USA,16.08.2021
Minnesota,626310,7827,,,USA,16.08.2021
Mississippi,388986,7813,,,USA,16.08.2021
Missouri,728930,10479,,,USA,16.08.2021
Montana,120325,1736,,,USA,16.08.2021
Nebraska,232399,2285,,,USA,16.08.2021
Nevada,373649,6190,,,USA,16.08.2021
New Hampshire,103462,1395,,,USA,16.08.2021
New Jersey,1062238,26696,,,USA,16.08.2021
New Mexico,220340,4451,,,USA,16.08.2021
New York,2209767,53889,,,USA,16.08.2021
North Carolina,1122412,13880,,,USA,16.08.2021
North Dakota,113447,1576,,,USA,16.08.2021
Northern Mariana Islands,183,2,,,MNP,16.08.2021
Ohio,1161573,20937,,,USA,16.08.2021
Oklahoma,515801,7594,,,USA,16.08.2021
Oregon,242843,2949,,,USA,16.08.2021
Pennsylvania,1266805,27966,,,USA,16.08.2021
Puerto Rico,158798,2678,,,PRI,16.08.2021
Rhode Island,158283,2747,,,USA,16.08.2021
South Carolina,667352,10108,,,USA,16.08.2021
South Dakota,126927,2055,,,USA,16.08.2021
Tennessee,957025,12955,,,USA,16.08.2021
Texas,3379901,54329,,,USA,16.08.2021
Utah,446808,2537,,,USA,16.08.2021
Vermont,26040,264,,,USA,16.08.2021
Virgin Islands,5295,41,,,VIR,16.08.2021
Virginia,723727,11618,,,USA,16.08.2021
Washington,514884,6248,,,USA,16.08.2021
West Virginia,173479,2978,,,USA,16.08.2021
Wisconsin,707327,8324,,,USA,16.08.2021
Wyoming,68944,793,,,USA,16.08.2021
Alabama,1449812,20026,,,USA,16.08.2022
Alaska,289032,1330,,,USA,16.08.2022
American Samoa,8042,33,,,ASM,16.08.2022
Arizona,2224964,30901,,,USA,16.08.2022
Arkansas,918576,11830,,,USA,16.08.2022
California,10954979,94151,,,USA,16.08.2022
Colorado,1619789,13118,,,USA,16.08.2022
Connecticut,865798,11179,,,USA,16.08.2022
Delaware,299218,3036,,,USA,16.08.2022
Diamond Princess,49,0,,,USA,16.08.2022
District of Columbia,164589,1374,,,USA,16.08.2022
Florida,6979951,78749,,,USA,16.08.2022
Georgia,2803517,39319,,,USA,16.08.2022
Grand Princess,103,3,,,USA,16.08.2022
Guam,56913,387,,,GUM,16.08.2022
Hawaii,332822,1606,,,USA,16.08.2022
Idaho,484601,5067,,,USA,16.08.2022
Illinois,3633077,39128,,,USA,16.08.2022
Indiana,1862813,24271,,,USA,16.08.2022
Iowa,831610,9850,,,USA,16.08.2022
Kansas,848468,8935,,,USA,16.08.2022
Kentucky,1508887,16552,,,USA,16.08.2022
Louisiana,1405348,17722,,,USA,16.08.2022
Maine,279380,2495,,,USA,16.08.2022
Maryland,1205774,15084,,,USA,16.08.2022
Massachusetts,1987385,21285,,,USA,16.08.2022
Michigan,2731787,37774,,,USA,16.08.2022
Minnesota,1611246,13362,,,USA,16.08.2022
Mississippi,896300,12733,,,USA,16.08.2022
Missouri,1599657,21302,,,USA,16.08.2022
Montana,300607,3481,,,USA,16.08.2022
Nebraska,522491,4394,,,USA,16.08.2022
Nevada,834488,11297,,,USA,16.08.2022
New Hampshire,341685,2644,,,USA,16.08.2022
New Jersey,2643340,34414,,,USA,16.08.2022
New Mexico,603450,8321,,,USA,16.08.2022
New York,5915819,70745,,,USA,16.08.2022
North Carolina,3047625,25724,,,USA,16.08.2022
North Dakota,262119,2327,,,USA,16.08.2022
Northern Mariana Islands,12948,39,,,MNP,16.08.2022
Ohio,3002043,39564,,,USA,16.08.2022
Oklahoma,1147408,16372,,,USA,16.08.2022
Oregon,867917,8312,,,USA,16.08.2022
Pennsylvania,3127189,46374,,,USA,16.08.2022
Puerto Rico,893666,4870,,,PRI,16.08.2022
Rhode Island,413259,3632,,,USA,16.08.2022
South Carolina,1650748,18227,,,USA,16.08.2022
South Dakota,253232,2973,,,USA,16.08.2022
Tennessee,2249971,27281,,,USA,16.08.2022
Texas,7701995,89570,,,USA,16.08.2022
Utah,1020130,4940,,,USA,16.08.2022
Vermont,138779,699,,,USA,16.08.2022
Virgin Islands,22225,122,,,VIR,16.08.2022
Virginia,2002553,21183,,,USA,16.08.2022
Washington,1764619,13843,,,USA,16.08.2022
West Virginia,570094,7206,,,USA,16.08.2022
Wisconsin,1808702,14991,,,USA,16.08.2022
Wyoming,173487,1871,,,USA,16.08.2022
Alabama,109092,1925,41523.0,65644.0,USA,17.08.2020
Alaska,4356,28,1432.0,2896.0,USA,17.08.2020
American Samoa,0,0,,,ASM,17.08.2020
Arizona,194005,4506,27800.0,161699.0,USA,17.08.2020
Arkansas,53077,603,46133.0,6341.0,USA,17.08.2020
California,638248,11185,,,USA,17.08.2020
Colorado,56818,1910,5695.0,45779.0,USA,17.08.2020
Connecticut,51267,4456,8809.0,38002.0,USA,17.08.2020
Delaware,16536,610,8713.0,7213.0,USA,17.08.2020
Diamond Princess,49,0,,,USA,17.08.2020
District of Columbia,13273,597,10521.0,2155.0,USA,17.08.2020
Florida,576094,9539,,,USA,17.08.2020
Georgia,238861,4727,,,USA,17.08.2020
Grand Princess,103,3,,,USA,17.08.2020
Guam,577,5,352.0,220.0,GUM,17.08.2020
Hawaii,5215,40,1841.0,3334.0,USA,17.08.2020
Idaho,27937,273,10883.0,16781.0,USA,17.08.2020
Illinois,209185,7967,,,USA,17.08.2020
Indiana,81006,3103,60677.0,17226.0,USA,17.08.2020
Iowa,52829,987,40788.0,11054.0,USA,17.08.2020
Kansas,34599,407,1409.0,32783.0,USA,17.08.2020
Kentucky,39691,818,9158.0,29715.0,USA,17.08.2020
Louisiana,138485,4526,103512.0,30447.0,USA,17.08.2020
Maine,4197,127,3638.0,432.0,USA,17.08.2020
Maryland,100715,3641,6008.0,91066.0,USA,17.08.2020
Massachusetts,123841,8842,100486.0,14513.0,USA,17.08.2020
Michigan,102749,6592,67778.0,28379.0,USA,17.08.2020
Minnesota,65716,1758,58859.0,5099.0,USA,17.08.2020
Mississippi,72412,2095,56577.0,13740.0,USA,17.08.2020
Missouri,70337,1435,,,USA,17.08.2020
Montana,5792,82,4162.0,1548.0,USA,17.08.2020
Nebraska,30563,362,22483.0,7718.0,USA,17.08.2020
Nevada,61967,1077,1498.0,59392.0,USA,17.08.2020
New Hampshire,7004,423,6302.0,279.0,USA,17.08.2020
New Jersey,190732,15916,33381.0,141435.0,USA,17.08.2020
New Mexico,23500,718,10481.0,12301.0,USA,17.08.2020
New York,425916,32679,74207.0,319030.0,USA,17.08.2020
North Carolina,145516,2348,127749.0,15419.0,USA,17.08.2020
North Dakota,8766,126,7343.0,1178.0,USA,17.08.2020
Northern Mariana Islands,54,2,29.0,23.0,MNP,17.08.2020
Ohio,109062,3575,87764.0,17723.0,USA,17.08.2020
Oklahoma,48711,665,40531.0,7515.0,USA,17.08.2020
Oregon,23451,388,4419.0,18644.0,USA,17.08.2020
Pennsylvania,129187,7459,98626.0,23102.0,USA,17.08.2020
Puerto Rico,26760,335,,,PRI,17.08.2020
Rhode Island,20572,1054,1982.0,17536.0,USA,17.08.2020
South Carolina,106953,2288,42730.0,61935.0,USA,17.08.2020
South Dakota,10360,153,9013.0,1194.0,USA,17.08.2020
Tennessee,132743,1387,94812.0,36574.0,USA,17.08.2020
Texas,581412,10856,405817.0,164728.0,USA,17.08.2020
Utah,46894,364,38132.0,8398.0,USA,17.08.2020
Vermont,1527,58,1343.0,126.0,USA,17.08.2020
Virgin Islands,760,9,525.0,226.0,VIR,17.08.2020
Virginia,107421,2385,13827.0,91209.0,USA,17.08.2020
Washington,68386,1809,,,USA,17.08.2020
West Virginia,8641,160,6531.0,1950.0,USA,17.08.2020
Wisconsin,66196,1039,56602.0,8555.0,USA,17.08.2020
Wyoming,3331,30,2699.0,602.0,USA,17.08.2020
Alabama,641386,11832,,,USA,17.08.2021
Alaska,81337,408,,,USA,17.08.2021
American Samoa,0,0,,,ASM,17.08.2021
Arizona,970523,18467,,,USA,17.08.2021
Arkansas,422866,6539,,,USA,17.08.2021
California,4255004,64338,,,USA,17.08.2021
Colorado,602719,7241,,,USA,17.08.2021
Connecticut,364298,8304,,,USA,17.08.2021
Delaware,114912,1840,,,USA,17.08.2021
Diamond Princess,49,0,,,USA,17.08.2021
District of Columbia,52843,1151,,,USA,17.08.2021
Florida,2955098,41130,,,USA,17.08.2021
Georgia,1279653,22060,,,USA,17.08.2021
Grand Princess,103,3,,,USA,17.08.2021
Guam,9081,144,,,GUM,17.08.2021
Hawaii,52199,552,,,USA,17.08.2021
Idaho,210315,2258,,,USA,17.08.2021
Illinois,1470461,26139,,,USA,17.08.2021
Indiana,806094,14173,,,USA,17.08.2021
Iowa,390978,6210,,,USA,17.08.2021
Kansas,350969,5400,,,USA,17.08.2021
Kentucky,522209,7459,,,USA,17.08.2021
Louisiana,631837,11706,,,USA,17.08.2021
Maine,72897,907,,,USA,17.08.2021
Maryland,481569,9899,,,USA,17.08.2021
Massachusetts,739047,14680,,,USA,17.08.2021
Michigan,1032520,21304,,,USA,17.08.2021
Minnesota,629354,7830,,,USA,17.08.2021
Mississippi,392309,7880,,,USA,17.08.2021
Missouri,731097,10599,,,USA,17.08.2021
Montana,120946,1743,,,USA,17.08.2021
Nebraska,235075,2302,,,USA,17.08.2021
Nevada,374651,6223,,,USA,17.08.2021
New Hampshire,103733,1396,,,USA,17.08.2021
New Jersey,1064059,26715,,,USA,17.08.2021
New Mexico,221086,4455,,,USA,17.08.2021
New York,2213176,53926,,,USA,17.08.2021
North Carolina,1125987,13895,,,USA,17.08.2021
North Dakota,113696,1579,,,USA,17.08.2021
Northern Mariana Islands,183,2,,,MNP,17.08.2021
Ohio,1164808,20966,,,USA,17.08.2021
Oklahoma,516663,7594,,,USA,17.08.2021
Oregon,245758,2964,,,USA,17.08.2021
Pennsylvania,1269402,27993,,,USA,17.08.2021
Puerto Rico,159182,2689,,,PRI,17.08.2021
Rhode Island,158614,2747,,,USA,17.08.2021
South Carolina,669638,10115,,,USA,17.08.2021
South Dakota,127322,2057,,,USA,17.08.2021
Tennessee,962421,12982,,,USA,17.08.2021
Texas,3404181,54436,,,USA,17.08.2021
Utah,447771,2537,,,USA,17.08.2021
Vermont,26397,264,,,USA,17.08.2021
Virgin Islands,5326,41,,,VIR,17.08.2021
Virginia,725971,11625,,,USA,17.08.2021
Washington,517214,6269,,,USA,17.08.2021
West Virginia,174818,2990,,,USA,17.08.2021
Wisconsin,709290,8336,,,USA,17.08.2021
Wyoming,69356,809,,,USA,17.08.2021
Alabama,1449812,20026,,,USA,17.08.2022
Alaska,290881,1330,,,USA,17.08.2022
American Samoa,8042,33,,,ASM,17.08.2022
Arizona,2237208,30982,,,USA,17.08.2022
Arkansas,919632,11841,,,USA,17.08.2022
California,10960510,94187,,,USA,17.08.2022
Colorado,1620606,13118,,,USA,17.08.2022
Connecticut,866537,11180,,,USA,17.08.2022
Delaware,299463,3036,,,USA,17.08.2022
Diamond Princess,49,0,,,USA,17.08.2022
District of Columbia,164724,1374,,,USA,17.08.2022
Florida,6952951,78845,,,USA,17.08.2022
Georgia,2829283,39472,,,USA,17.08.2022
Grand Princess,103,3,,,USA,17.08.2022
Guam,57040,390,,,GUM,17.08.2022
Hawaii,335518,1619,,,USA,17.08.2022
Idaho,485488,5081,,,USA,17.08.2022
Illinois,3636061,39145,,,USA,17.08.2022
Indiana,1867509,24271,,,USA,17.08.2022
Iowa,832937,9882,,,USA,17.08.2022
Kansas,853641,8947,,,USA,17.08.2022
Kentucky,1511114,16562,,,USA,17.08.2022
Louisiana,1407047,17743,,,USA,17.08.2022
Maine,279644,2496,,,USA,17.08.2022
Maryland,1207014,15093,,,USA,17.08.2022
Massachusetts,1987385,21285,,,USA,17.08.2022
Michigan,2731787,37774,,,USA,17.08.2022
Minnesota,1611246,13362,,,USA,17.08.2022
Mississippi,897715,12750,,,USA,17.08.2022
Missouri,1599758,21302,,,USA,17.08.2022
Montana,300607,3481,,,USA,17.08.2022
Nebraska,524339,4432,,,USA,17.08.2022
Nevada,837104,11353,,,USA,17.08.2022
New Hampshire,342042,2646,,,USA,17.08.2022
New Jersey,2645729,34425,,,USA,17.08.2022
New Mexico,604185,8334,,,USA,17.08.2022
New York,5924518,70798,,,USA,17.08.2022
North Carolina,3074964,25760,,,USA,17.08.2022
North Dakota,262386,2329,,,USA,17.08.2022
Northern Mariana Islands,12948,39,,,MNP,17.08.2022
Ohio,3002043,39578,,,USA,17.08.2022
Oklahoma,1147408,16372,,,USA,17.08.2022
Oregon,868903,8326,,,USA,17.08.2022
Pennsylvania,3147474,46494,,,USA,17.08.2022
Puerto Rico,896405,4880,,,PRI,17.08.2022
Rhode Island,413259,3632,,,USA,17.08.2022
South Carolina,1650748,18227,,,USA,17.08.2022
South Dakota,254670,2979,,,USA,17.08.2022
Tennessee,2253145,27312,,,USA,17.08.2022
Texas,7710820,89616,,,USA,17.08.2022
Utah,1020130,4940,,,USA,17.08.2022
Vermont,139226,702,,,USA,17.08.2022
Virgin Islands,22278,122,,,VIR,17.08.2022
Virginia,2005336,21203,,,USA,17.08.2022
Washington,1767263,13886,,,USA,17.08.2022
West Virginia,571075,7223,,,USA,17.08.2022
Wisconsin,1810752,14996,,,USA,17.08.2022
Wyoming,173487,1871,,,USA,17.08.2022
Alabama,110415,1936,41523.0,66956.0,USA,18.08.2020
Alaska,4418,29,1468.0,2921.0,USA,18.08.2020
American Samoa,0,0,,,ASM,18.08.2020
Arizona,194920,4529,28027.0,162364.0,USA,18.08.2020
Arkansas,53487,619,46970.0,5898.0,USA,18.08.2020
California,644713,11347,,,USA,18.08.2020
Colorado,57167,1912,5712.0,46020.0,USA,18.08.2020
Connecticut,51255,4456,8809.0,37990.0,USA,18.08.2020
Delaware,16593,611,8749.0,7233.0,USA,18.08.2020
Diamond Princess,49,0,,,USA,18.08.2020
District of Columbia,13325,599,10595.0,2131.0,USA,18.08.2020
Florida,579932,9758,,,USA,18.08.2020
Georgia,241677,4794,,,USA,18.08.2020
Grand Princess,103,3,,,USA,18.08.2020
Guam,599,5,353.0,241.0,GUM,18.08.2020
Hawaii,5349,41,1868.0,3440.0,USA,18.08.2020
Idaho,28321,282,11093.0,16946.0,USA,18.08.2020
Illinois,210924,7994,,,USA,18.08.2020
Indiana,81847,3108,61518.0,17221.0,USA,18.08.2020
Iowa,53201,1002,41565.0,10634.0,USA,18.08.2020
Kansas,34859,411,1409.0,33039.0,USA,18.08.2020
Kentucky,40299,830,9233.0,30236.0,USA,18.08.2020
Louisiana,139125,4554,103512.0,31059.0,USA,18.08.2020
Maine,4213,127,3649.0,437.0,USA,18.08.2020
Maryland,101235,3650,6008.0,91577.0,USA,18.08.2020
Massachusetts,124063,8848,100486.0,14729.0,USA,18.08.2020
Michigan,103402,6608,67778.0,29016.0,USA,18.08.2020
Minnesota,66092,1767,59568.0,4757.0,USA,18.08.2020
Mississippi,73207,2127,56577.0,14503.0,USA,18.08.2020
Missouri,71209,1446,,,USA,18.08.2020
Montana,5846,84,4206.0,1556.0,USA,18.08.2020
Nebraska,30825,369,22647.0,7809.0,USA,18.08.2020
Nevada,62639,1102,1518.0,60019.0,USA,18.08.2020
New Hampshire,7017,424,6333.0,260.0,USA,18.08.2020
New Jersey,191113,15925,33403.0,141785.0,USA,18.08.2020
New Mexico,23579,723,10602.0,12254.0,USA,18.08.2020
New York,426571,32690,74258.0,319623.0,USA,18.08.2020
North Carolina,146779,2396,127749.0,16634.0,USA,18.08.2020
North Dakota,8953,128,7485.0,1169.0,USA,18.08.2020
Northern Mariana Islands,54,2,29.0,23.0,MNP,18.08.2020
Ohio,109910,3598,89068.0,17244.0,USA,18.08.2020
Oklahoma,49312,679,41370.0,7263.0,USA,18.08.2020
Oregon,23676,397,4468.0,18811.0,USA,18.08.2020
Pennsylvania,129839,7481,99207.0,23151.0,USA,18.08.2020
Puerto Rico,27713,346,,,PRI,18.08.2020
Rhode Island,20692,1059,2004.0,17629.0,USA,18.08.2020
South Carolina,107672,2343,54194.0,51135.0,USA,18.08.2020
South Dakota,10441,154,9126.0,1161.0,USA,18.08.2020
Tennessee,134498,1426,96896.0,36207.0,USA,18.08.2020
Texas,590434,11076,415903.0,163458.0,USA,18.08.2020
Utah,47157,369,38555.0,8233.0,USA,18.08.2020
Vermont,1530,58,1347.0,125.0,USA,18.08.2020
Virgin Islands,796,9,533.0,254.0,VIR,18.08.2020
Virginia,108282,2396,13910.0,91976.0,USA,18.08.2020
Washington,68922,1816,,,USA,18.08.2020
West Virginia,8738,162,6737.0,1839.0,USA,18.08.2020
Wisconsin,66196,1039,57382.0,7775.0,USA,18.08.2020
Wyoming,3360,30,2759.0,571.0,USA,18.08.2020
Alabama,645851,11872,,,USA,18.08.2021
Alaska,82002,412,,,USA,18.08.2021
American Samoa,0,0,,,ASM,18.08.2021
Arizona,972925,18504,,,USA,18.08.2021
Arkansas,425551,6565,,,USA,18.08.2021
California,4268833,64434,,,USA,18.08.2021
Colorado,604501,7248,,,USA,18.08.2021
Connecticut,364891,8307,,,USA,18.08.2021
Delaware,115236,1849,,,USA,18.08.2021
Diamond Princess,49,0,,,USA,18.08.2021
District of Columbia,53024,1153,,,USA,18.08.2021
Florida,2978433,41138,,,USA,18.08.2021
Georgia,1287667,22103,,,USA,18.08.2021
Grand Princess,103,3,,,USA,18.08.2021
Guam,9118,144,,,GUM,18.08.2021
Hawaii,52846,554,,,USA,18.08.2021
Idaho,211532,2280,,,USA,18.08.2021
Illinois,1474289,26189,,,USA,18.08.2021
Indiana,809545,14198,,,USA,18.08.2021
Iowa,392970,6226,,,USA,18.08.2021
Kansas,351027,5400,,,USA,18.08.2021
Kentucky,525746,7468,,,USA,18.08.2021
Louisiana,638443,11793,,,USA,18.08.2021
Maine,73088,909,,,USA,18.08.2021
Maryland,482581,9907,,,USA,18.08.2021
Massachusetts,740626,14692,,,USA,18.08.2021
Michigan,1035827,21353,,,USA,18.08.2021
Minnesota,630512,7835,,,USA,18.08.2021
Mississippi,396394,7916,,,USA,18.08.2021
Missouri,734184,10608,,,USA,18.08.2021
Montana,121382,1749,,,USA,18.08.2021
Nebraska,235686,2302,,,USA,18.08.2021
Nevada,376080,6248,,,USA,18.08.2021
New Hampshire,103989,1396,,,USA,18.08.2021
New Jersey,1065736,26721,,,USA,18.08.2021
New Mexico,221960,4459,,,USA,18.08.2021
New York,2217969,53940,,,USA,18.08.2021
North Carolina,1131243,13952,,,USA,18.08.2021
North Dakota,113942,1579,,,USA,18.08.2021
Northern Mariana Islands,183,2,,,MNP,18.08.2021
Ohio,1168111,20994,,,USA,18.08.2021
Oklahoma,519023,7676,,,USA,18.08.2021
Oregon,247866,2975,,,USA,18.08.2021
Pennsylvania,1271626,28018,,,USA,18.08.2021
Puerto Rico,159740,2702,,,PRI,18.08.2021
Rhode Island,159019,2748,,,USA,18.08.2021
South Carolina,673172,10140,,,USA,18.08.2021
South Dakota,127698,2058,,,USA,18.08.2021
Tennessee,968924,13033,,,USA,18.08.2021
Texas,3429689,54610,,,USA,18.08.2021
Utah,449259,2549,,,USA,18.08.2021
Vermont,26494,267,,,USA,18.08.2021
Virgin Islands,5413,41,,,VIR,18.08.2021
Virginia,728523,11632,,,USA,18.08.2021
Washington,520733,6297,,,USA,18.08.2021
West Virginia,175638,2997,,,USA,18.08.2021
Wisconsin,710975,8353,,,USA,18.08.2021
Wyoming,69844,809,,,USA,18.08.2021
Alabama,1463933,20041,,,USA,18.08.2022
Alaska,290881,1330,,,USA,18.08.2022
American Samoa,8042,33,,,ASM,18.08.2022
Arizona,2237208,30982,,,USA,18.08.2022
Arkansas,920830,11841,,,USA,18.08.2022
California,10979992,94210,,,USA,18.08.2022
Colorado,1621357,13122,,,USA,18.08.2022
Connecticut,866984,11180,,,USA,18.08.2022
Delaware,299822,3036,,,USA,18.08.2022
Diamond Princess,49,0,,,USA,18.08.2022
District of Columbia,164815,1374,,,USA,18.08.2022
Florida,6952951,78939,,,USA,18.08.2022
Georgia,2829283,39472,,,USA,18.08.2022
Grand Princess,103,3,,,USA,18.08.2022
Guam,57104,390,,,GUM,18.08.2022
Hawaii,335518,1619,,,USA,18.08.2022
Idaho,485488,5081,,,USA,18.08.2022
Illinois,3641081,39160,,,USA,18.08.2022
Indiana,1867509,24312,,,USA,18.08.2022
Iowa,833187,9882,,,USA,18.08.2022
Kansas,853823,8947,,,USA,18.08.2022
Kentucky,1513779,16576,,,USA,18.08.2022
Louisiana,1408809,17765,,,USA,18.08.2022
Maine,279931,2497,,,USA,18.08.2022
Maryland,1208791,15101,,,USA,18.08.2022
Massachusetts,1996454,21342,,,USA,18.08.2022
Michigan,2731787,37774,,,USA,18.08.2022
